Entry Price,Sell Price,Quantity,PnL,Trade Duration (s),Trade Date Time,Sell Reason,Percent of Trade,Highest Price Reached,Earnings with Highest Price (%),Lowest Price Reached,Lowest Price under Buy Price (%),Long / Short,Earnings Total,Earnings per Trade,Percent per Trade,Profit per year,Profit with ...,50
152.82,152.49,0.16,-0.066876288,34.11,2025-11-07T11:18:39.528Z,stop loss triggered,-0.1022003433,152.915,0.0046,152.495,-0.2127,long,,,,,,
152.67,152.24,0.16,-0.08286016,107.92,2025-11-07T11:23:08.110Z,stop loss triggered,-0.1265026063,152.76,0.0013,152.265,-0.2653,long,,,,,,
151.64,152.08,0.16,-0.08438528,17.77,2025-11-07T11:27:38.624Z,stop loss triggered,-0.1279618386,152.015,0.3051,151.64,0.2473,short,,,,,,
152.8,152.62,0.16,0.0147220992,17.9,2025-11-07T12:16:57.049Z,profit target reached,0.02249536758,152.825,0.074,152.64,0.0164,short,,,,,,
151.89,151.55,0.16,-0.0683903488,38.84,2025-11-07T12:58:57.575Z,stop loss triggered,-0.1038781008,151.89,-0.0576,151.545,-0.2271,long,,,,,,
152.02,152.21,0.16,0.0163854592,12.93,2025-11-07T13:10:46.928Z,profit target reached,0.02490917508,152.215,0.0706,151.975,-0.0296,long,,,,,,
151.91,151.74,0.16,0.0132038912,17.71,2025-11-07T13:29:05.930Z,profit target reached,0.02005803112,151.915,0.0609,151.765,0.0033,short,,,,,,
152.71,152.88,0.16,0.0131223296,249.7,2025-11-07T13:54:16.711Z,profit target reached,0.02003910953,152.855,0.0373,152.495,-0.1408,long,,,,,,
151.78,152.06,0.16,-0.058794496,60.72,2025-11-07T14:03:32.469Z,stop loss triggered,-0.08923828603,152.195,0.3312,151.705,0.2734,short,,,,,,
152.29,152.47,0.16,0.0147608064,91.86,2025-11-07T14:12:08.929Z,profit target reached,0.02247923207,152.515,0.0901,152.195,-0.0624,long,,,,,,
151.76,152.07,0.16,-0.063593344,65.06,2025-11-07T14:23:27.092Z,stop loss triggered,-0.09650925885,152.065,0.2587,151.665,0.201,short,,,,,,
151.11,151.43,0.16,0.0372663296,8.73,2025-11-07T14:42:15.581Z,profit target reached,0.05631315066,151.25,0.035,151.085,-0.0165,long,,,,,,
154.73,154.66,0.16,-0.003058304,7.25,2025-11-07T16:03:46.755Z,profit target reached,-0.004732113779,154.735,0.0609,154.595,0.0032,short,,,,,,
155.87,156.06,0.16,0.0160306432,13.13,2025-11-07T16:20:50.575Z,profit target reached,0.02498696356,156.105,0.0931,155.865,-0.0032,long,,,,,,
156.71,157.06,0.16,-0.0704504576,140.22,2025-11-07T16:42:31.516Z,stop loss triggered,-0.1104029121,157.025,0.2588,156.695,0.201,short,,,,,,
156.52,156.38,0.16,0.0079783424,28.94,2025-11-07T16:58:33.855Z,profit target reached,0.01248770152,156.545,0.0736,156.375,0.016,short,,,,,,
156.43,156.84,0.16,-0.0800260352,23.51,2025-11-07T17:08:25.107Z,stop loss triggered,-0.1251847269,156.805,0.2975,156.43,0.2397,short,,,,,,
157.58,157.8,0.149,0.01925113376,7.48,2025-11-07T17:11:56.351Z,profit target reached,0.03033593658,157.8,0.082,157.575,-0.0032,long,,,,,,
161.01,161.45,0.149,-0.07938796288,70.43,2025-11-07T18:23:55.702Z,stop loss triggered,-0.127822559,161.425,0.3155,160.915,0.2577,short,,,,,,
162.44,162.04,0.149,-0.07353266816,39.28,2025-11-07T18:30:15.971Z,stop loss triggered,-0.1194464662,162.495,-0.0237,162.105,-0.2062,long,,,,,,
161.53,161.85,0.149,-0.06155001664,133.89,2025-11-07T19:07:52.392Z,stop loss triggered,-0.09942174188,161.855,0.259,161.465,0.2012,short,,,,,,
162.53,162.69,0.149,0.00988759232,54.87,2025-11-07T19:14:15.949Z,profit target reached,0.0160703038,162.705,0.05,162.485,-0.0277,long,,,,,,
163.32,163.66,0.149,-0.06468407072,150.36,2025-11-07T19:52:11.510Z,stop loss triggered,-0.1056420243,163.66,0.2659,163.195,0.2082,short,,,,,,
164.22,163.8,0.149,-0.07666500576,145.52,2025-11-07T20:05:13.275Z,stop loss triggered,-0.1258992725,164.265,-0.0302,163.845,-0.2284,long,,,,,,
163.14,163.37,0.149,0.02026373776,49.75,2025-11-07T20:40:08.956Z,profit target reached,0.03305826178,163.275,0.0251,163.135,-0.0031,long,,,,,,
162.89,162.78,0.149,0.0024124888,8.05,2025-11-07T21:03:51.326Z,profit target reached,0.003929703006,162.895,0.0607,162.705,0.0031,short,,,,,,
163.51,163.17,0.149,-0.0646857872,107.86,2025-11-07T21:12:32.964Z,stop loss triggered,-0.1057677307,163.525,-0.0484,163.18,-0.2018,long,,,,,,
163.1,162.93,0.149,0.01133575312,13.26,2025-11-07T22:14:17.505Z,profit target reached,0.01848861334,163.115,0.0668,162.935,0.0092,short,,,,,,
163.52,163.13,0.149,-0.07213557264,197.18,2025-11-07T22:33:23.548Z,stop loss triggered,-0.1179560884,163.535,-0.0484,163.175,-0.211,long,,,,,,
162.46,162.04,0.149,-0.07651395552,559.36,2025-11-07T23:42:37.459Z,stop loss triggered,-0.1243045721,162.475,-0.0483,162.045,-0.2554,long,,,,,,
162.07,161.76,0.149,-0.06009284432,76.19,2025-11-08T00:08:21.466Z,stop loss triggered,-0.09739247279,162.07,-0.0576,161.745,-0.2005,long,,,,,,
162.06,162.22,0.149,0.0099279296,39.01,2025-11-08T00:16:14.441Z,profit target reached,0.01608920271,162.215,0.038,162.055,-0.0031,long,,,,,,
161.62,161.47,0.149,0.00848234352,164.87,2025-11-08T00:28:56.938Z,profit target reached,0.0137091636,161.705,0.1103,161.465,0.0526,short,,,,,,
161.28,161.41,0.149,0.005525516,169.8,2025-11-08T00:43:33.041Z,profit target reached,0.008911552205,161.435,0.0385,161.125,-0.0961,long,,,,,,
161.63,161.5,0.149,0.00550105616,64.86,2025-11-08T00:52:46.688Z,profit target reached,0.008891357071,161.745,0.1288,161.495,0.0712,short,,,,,,
161.67,161.83,0.149,0.00996140096,54.74,2025-11-08T01:03:20.436Z,profit target reached,0.01610459693,161.82,0.0352,161.52,-0.0928,long,,,,,,
161.77,161.63,0.149,0.00697925536,113.2,2025-11-08T01:37:10.702Z,profit target reached,0.0112903414,161.785,0.0669,161.635,0.0093,short,,,,,,
161.66,161.55,0.149,0.00251805232,222.89,2025-11-08T01:46:17.723Z,profit target reached,0.004070683381,161.765,0.1226,161.525,0.065,short,,,,,,
162.22,162.35,0.149,0.00544484144,155.19,2025-11-08T02:04:44.314Z,profit target reached,0.008832621784,162.355,0.0256,162.075,-0.0894,long,,,,,,
163.52,163.45,0.149,-0.00360243856,17.72,2025-11-08T02:51:34.869Z,profit target reached,-0.005890707533,163.525,0.0607,163.365,0.0031,short,,,,,,
164.08,164.41,0.14,0.032961936,66.14,2025-11-08T03:03:25.213Z,profit target reached,0.05408394459,164.255,0.049,163.935,-0.0884,long,,,,,,
163.96,164.29,0.149,-0.06324878352,312.82,2025-11-08T03:19:31.581Z,stop loss triggered,-0.1037027055,164.295,0.2621,163.885,0.2043,short,,,,,,
163.15,163.34,0.149,0.01430373776,86.89,2025-11-08T04:16:03.142Z,profit target reached,0.02333654816,163.295,0.0313,163.035,-0.0705,long,,,,,,
162.74,162.55,0.149,0.01434707888,44,2025-11-08T04:27:13.084Z,profit target reached,0.02334843617,162.74,0.0576,162.555,0,short,,,,,,
163.19,163.35,0.149,0.00983094848,70.37,2025-11-08T04:40:31.117Z,profit target reached,0.01604312482,163.335,0.0312,163.175,-0.0092,long,,,,,,
162.82,162.69,0.149,0.0053989256,43.92,2025-11-08T04:55:19.393Z,profit target reached,0.008790530662,162.875,0.0914,162.685,0.0338,short,,,,,,
160.98,161.13,0.149,0.00853083408,260.36,2025-11-08T06:22:03.540Z,profit target reached,0.0137329367,161.105,0.02,160.7,-0.1739,long,,,,,,
161.18,161.11,0.149,-0.0034016104,85.83,2025-11-08T06:53:29.910Z,profit target reached,-0.005482715643,161.265,0.1104,161.045,0.0527,short,,,,,,
160.29,159.9,0.149,-0.07185836112,64.84,2025-11-08T07:31:27.808Z,stop loss triggered,-0.115181767,160.29,-0.0576,159.895,-0.2464,long,,,,,,
160.27,160.42,0.149,0.00859176912,244.26,2025-11-08T07:38:40.049Z,profit target reached,0.01377002837,160.395,0.0204,160.145,-0.078,long,,,,,,
160.9,160.69,0.149,0.01748542416,17.81,2025-11-08T08:16:12.878Z,profit target reached,0.02813404747,160.905,0.0607,160.715,0.0031,short,,,,,,
160.8906,161.03,0.149,0.006959334179,54.85,2025-11-08T08:26:09.710Z,profit target reached,0.01119691452,161.055,0.0446,160.885,-0.0035,long,,,,,,
161.33,161.12,0.149,0.01744851984,17.61,2025-11-08T09:00:58.800Z,profit target reached,0.02814969706,161.335,0.0607,161.125,0.0031,short,,,,,,
161.48,161.67,0.149,0.01444706384,175.54,2025-11-08T09:18:48.715Z,profit target reached,0.02332911869,161.675,0.0631,161.355,-0.0774,long,,,,,,
161.82,161.68,0.149,0.00697496416,185.97,2025-11-08T09:47:17.017Z,profit target reached,0.011286887,161.915,0.1164,161.685,0.0587,short,,,,,,
161.51,161.34,0.149,0.01147221328,38.92,2025-11-08T09:48:42.468Z,profit target reached,0.01852877167,161.515,0.0607,161.365,0.0031,short,,,,,,
161.04,160.71,0.149,-0.06298401648,886.94,2025-11-08T10:42:21.988Z,stop loss triggered,-0.1014294601,161.145,0.0076,160.715,-0.2018,long,,,,,,
160.5966,160.98,0.149,-0.07091786883,275.34,2025-11-08T10:47:16.131Z,stop loss triggered,-0.1138916861,160.945,0.2747,160.575,0.2169,short,,,,,,
160.57,160.5,0.149,-0.00334925776,38.56,2025-11-08T11:01:03.820Z,profit target reached,-0.005377903185,160.575,0.0607,160.415,0.0031,short,,,,,,
160.93,161.08,0.149,0.00853512528,599.06,2025-11-08T11:13:47.993Z,profit target reached,0.01373557711,161.085,0.0387,160.615,-0.1957,long,,,,,,
160.56,160.38,0.149,0.01304396064,54.6,2025-11-08T11:34:23.682Z,profit target reached,0.0209433832,160.565,0.0607,160.415,0.0031,short,,,,,,
159.4,159.55,0.149,0.008666436,403.29,2025-11-08T12:28:01.391Z,profit target reached,0.01381429898,159.545,0.0333,159.135,-0.1662,long,,,,,,
159.04,158.89,0.149,0.00870376944,81.4,2025-11-08T12:45:29.423Z,profit target reached,0.01384247492,159.105,0.0985,158.885,0.0409,short,,,,,,
159.44,159.09,0.149,-0.06582626896,280.92,2025-11-08T13:03:07.793Z,stop loss triggered,-0.1049534032,159.44,-0.0576,159.095,-0.2164,long,,,,,,
158.98,159.06,0.149,-0.001726016,17.76,2025-11-08T13:11:28.337Z,profit target reached,-0.002744020237,159.105,0.021,158.975,-0.0031,long,,,,,,
158.98,159.09,0.149,0.00274334032,54.43,2025-11-08T13:14:08.997Z,profit target reached,0.004361362441,159.115,0.0273,158.955,-0.0157,long,,,,,,
158.59,158.44,0.149,0.00874239024,108.03,2025-11-08T13:33:27.111Z,profit target reached,0.01386455668,158.795,0.187,158.435,0.1293,short,,,,,,
159.06,159.21,0.149,0.00869561616,313.93,2025-11-08T13:41:58.587Z,profit target reached,0.01383124706,159.215,0.0398,158.835,-0.1415,long,,,,,,
158.69,158.54,0.149,0.00873380784,254.16,2025-11-08T13:53:14.417Z,profit target reached,0.01385967966,158.845,0.1554,158.535,0.0977,short,,,,,,
157.5066,157.68,0.149,0.01231503309,397.34,2025-11-08T14:33:53.406Z,profit target reached,0.01939698991,157.675,0.0493,157.215,-0.1851,long,,,,,,
157.14,157.46,0.149,-0.06117324928,186.69,2025-11-08T15:15:12.815Z,stop loss triggered,-0.09612764392,157.455,0.2582,157.045,0.2005,short,,,,,,
156.64,156.3,0.149,-0.06409617632,497.88,2025-11-08T15:57:38.106Z,stop loss triggered,-0.1004002506,156.725,-0.0033,156.305,-0.2139,long,,,,,,
156.66,156.33,0.149,-0.06260810736,170.46,2025-11-08T16:03:47.663Z,stop loss triggered,-0.09808186099,156.685,-0.0416,156.325,-0.2138,long,,,,,,
156.04,155.92,0.149,0.00449059776,18.62,2025-11-08T16:08:56.857Z,profit target reached,0.007007128745,156.045,0.0608,155.915,0.0032,short,,,,,,
156.58,156.73,0.149,0.00890845968,50.01,2025-11-08T16:13:13.707Z,profit target reached,0.01394886617,156.725,0.035,156.545,-0.0224,long,,,,,,
156.33,156.14,0.149,0.01489721072,17.89,2025-11-08T16:20:47.534Z,profit target reached,0.02328880952,156.335,0.0608,156.205,0.0032,short,,,,,,
157.01,156.68,0.149,-0.06263814576,197.35,2025-11-08T16:29:19.453Z,stop loss triggered,-0.09834815266,157.01,-0.0576,156.695,-0.2006,long,,,,,,
156.53,156.21,0.149,0.0342528352,340.03,2025-11-08T16:52:54.894Z,profit target reached,0.05361596294,156.825,0.2462,156.235,0.1885,short,,,,,,
156.72,156.83,0.149,0.00293730256,60.59,2025-11-08T17:21:12.530Z,profit target reached,0.004603340572,156.865,0.0349,156.715,-0.0032,long,,,,,,
157.11,156.98,0.149,0.00588898064,54.33,2025-11-08T18:21:09.860Z,profit target reached,0.009252177484,157.135,0.0736,156.975,0.0159,short,,,,,,
157.43,157.62,0.149,0.01479465104,12.56,2025-11-08T18:30:51.136Z,profit target reached,0.02329121913,157.595,0.0472,157.415,-0.0095,long,,,,,,
157.64,157.43,0.149,0.0177652104,1067.63,2025-11-08T19:18:22.137Z,profit target reached,0.02800507767,157.955,0.2576,157.465,0.1998,short,,,,,,
156.74,156.92,0.149,0.01336408416,186.5,2025-11-08T19:39:32.384Z,profit target reached,0.02094686551,156.915,0.054,156.585,-0.0989,long,,,,,,
157.65,157.47,0.149,0.01329370848,28.27,2025-11-08T20:52:33.418Z,profit target reached,0.02095753142,157.655,0.0608,157.465,0.0032,short,,,,,,
157.84,157.97,0.149,0.00582075056,833.61,2025-11-08T21:33:48.703Z,profit target reached,0.009187472684,157.975,0.0279,157.615,-0.1425,long,,,,,,
157.77,157.64,0.149,0.0058323368,249.78,2025-11-08T22:06:24.160Z,profit target reached,0.009201677769,157.855,0.1115,157.635,0.0539,short,,,,,,
157.88,157.99,0.149,0.00283774672,539.51,2025-11-08T22:29:21.812Z,profit target reached,0.004480234522,158.025,0.0342,157.745,-0.0855,long,,,,,,
157.65,157.52,0.149,0.00584263568,254.27,2025-11-08T22:40:00.071Z,profit target reached,0.00921091515,157.655,0.0608,157.515,0.0032,short,,,,,,
157.9,158.02,0.149,0.00432581568,285.88,2025-11-08T22:51:35.716Z,profit target reached,0.006830462959,158.025,0.0216,157.875,-0.0158,long,,,,,,
157.95,157.84,0.149,0.00283645936,97.21,2025-11-08T23:00:43.333Z,profit target reached,0.004480187559,157.995,0.0861,157.805,0.0285,short,,,,,,
158.18,158.3,0.149,0.00430178496,687.08,2025-11-08T23:31:39.096Z,profit target reached,0.00680456345,158.305,0.0214,158.095,-0.0537,long,,,,,,
158.01,157.89,0.149,0.00432152448,281.2,2025-11-08T23:59:52.369Z,profit target reached,0.006828440831,158.045,0.0798,157.885,0.0222,short,,,,,,
157.27,157.41,0.149,0.00735945568,23.24,2025-11-09T00:35:12.713Z,profit target reached,0.01157421595,157.415,0.0346,157.255,-0.0095,long,,,,,,
157.05,156.95,0.149,0.0014234864,49.34,2025-11-09T00:50:37.469Z,profit target reached,0.002235585391,157.055,0.0608,156.915,0.0032,short,,,,,,
156.92,157.06,0.149,0.00738949408,154.74,2025-11-09T01:03:49.032Z,profit target reached,0.01159559411,157.065,0.0348,156.905,-0.0096,long,,,,,,
157.15,157.05,0.149,0.001414904,133.35,2025-11-09T01:28:30.479Z,profit target reached,0.002223521636,157.155,0.0608,157.015,0.0032,short,,,,,,
157.2,157.39,0.149,0.01481439056,17.49,2025-11-09T01:37:41.107Z,profit target reached,0.02328822196,157.395,0.0664,157.195,-0.0032,long,,,,,,
157.68,157.57,0.149,0.00285963184,417.39,2025-11-09T02:13:38.723Z,profit target reached,0.004509067485,157.845,0.1623,157.545,0.1046,short,,,,,,
157.93,157.54,0.149,-0.07165581648,264.82,2025-11-09T02:27:31.805Z,stop loss triggered,-0.113166031,157.995,-0.0164,157.545,-0.2438,long,,,,,,
156.36,156.03,0.149,-0.06258236016,612.65,2025-11-09T03:22:00.566Z,stop loss triggered,-0.09785377835,156.385,-0.0416,156.025,-0.2142,long,,,,,,
155.77,155.45,0.149,-0.06104193856,75.38,2025-11-09T03:33:55.791Z,stop loss triggered,-0.09508502769,155.785,-0.0479,155.455,-0.2022,long,,,,,,
156.8,156.67,0.149,0.00591558608,538.96,2025-11-09T04:48:06.886Z,profit target reached,0.009275638973,156.965,0.1629,156.665,0.1052,short,,,,,,
157.12,157.25,0.149,0.00588254384,488.04,2025-11-09T05:04:58.999Z,profit target reached,0.009242652881,157.245,0.0219,157.045,-0.0477,long,,,,,,
157.36,157.68,0.149,-0.06119213056,264.95,2025-11-09T05:39:41.112Z,stop loss triggered,-0.09629193665,157.675,0.2579,157.305,0.2002,short,,,,,,
157.79,157.93,0.149,0.0073148272,449.34,2025-11-09T05:47:57.990Z,profit target reached,0.01154206584,157.925,0.0279,157.695,-0.0602,long,,,,,,
157.88,158.17,0.149,-0.05676611536,1051.6,2025-11-09T06:19:09.628Z,webhook close short,-0.08962234293,158.145,0.2256,157.785,0.1678,short,,,,,,
158.52,158.38,0.14,0.0068197696,96.21,2025-11-09T06:47:33.422Z,profit target reached,0.01081069877,158.575,0.0923,158.395,0.0347,short,,,,,,
158.4,158.05,0.14,-0.06176632,228.18,2025-11-09T07:08:26.214Z,stop loss triggered,-0.09783785088,158.4,-0.0576,158.065,-0.2115,long,,,,,,
158.41,157.8,0.14,-0.0981618848,376.15,2025-11-09T07:22:37.035Z,stop loss triggered,-0.1554982417,158.41,-0.0576,157.925,-0.3062,long,,,,,,
158.22,158.36,0.14,0.0068383168,54.51,2025-11-09T07:32:19.409Z,profit target reached,0.01081958484,158.365,0.034,158.215,-0.0032,long,,,,,,
158.86,159.2,0.14,-0.0604173248,490.51,2025-11-09T08:12:47.620Z,stop loss triggered,-0.09597896218,159.185,0.2623,158.845,0.2046,short,,,,,,
159.32,159.47,0.14,0.0081494112,80.71,2025-11-09T08:14:39.098Z,profit target reached,0.01298364192,159.465,0.0334,159.315,-0.0031,long,,,,,,
159,158.84,0.14,0.0095814656,91.16,2025-11-09T08:22:11.074Z,profit target reached,0.0152345303,159.005,0.0608,158.855,0.0031,short,,,,,,
159.13,159.26,0.14,0.005365136,38.86,2025-11-09T08:31:06.709Z,profit target reached,0.008537540917,159.265,0.0272,159.105,-0.0157,long,,,,,,
159.04,159.39,0.14,-0.0618320416,191.74,2025-11-09T08:40:42.829Z,stop loss triggered,-0.09833767896,159.365,0.2621,159.025,0.2044,short,,,,,,
159.02,158.9,0.14,0.0039790464,33.41,2025-11-09T08:49:12.893Z,profit target reached,0.006327479585,159.035,0.0671,158.895,0.0094,short,,,,,,
159.45,159.56,0.14,0.0025397344,33.25,2025-11-09T09:00:39.763Z,profit target reached,0.004049606501,159.575,0.0208,159.445,-0.0031,long,,,,,,
159.27,159.13,0.14,0.0067592896,12.57,2025-11-09T09:16:19.713Z,profit target reached,0.01076552055,159.275,0.0608,159.125,0.0031,short,,,,,,
159.57,159.69,0.14,0.003929856,86.39,2025-11-09T09:20:51.204Z,profit target reached,0.006270871219,159.695,0.0207,159.525,-0.0282,long,,,,,,
159.27,159.14,0.14,0.005359088,28.49,2025-11-09T09:27:00.326Z,profit target reached,0.008535419458,159.285,0.0671,159.135,0.0094,short,,,,,,
157.84,157.99,0.14,0.0082687584,107.37,2025-11-09T10:47:56.397Z,profit target reached,0.01305140826,157.965,0.0216,157.775,-0.0412,long,,,,,,
