Entry Price,Sell Price,Quantity,PnL,Trade Duration (s),Trade Date Time,Sell Reason,Percent of Trade,Highest Price Reached,Earnings with Highest Price (%),Lowest Price Reached,Lowest Price under Buy Price (%),Long / Short,Earnings Total,Earnings per Trade,Percent per Trade,Profit per year,Profit with ...,50
157.28,157.44,0.16,0.0111013888,22.97,2025-11-07T07:15:44.193Z,profit target reached,0.0174602643,157.445,0.0473,157.275,-0.0032,long,,,,,,
157.03,156.93,0.16,0.0015304192,12.35,2025-11-07T07:24:44.316Z,profit target reached,0.00240321727,157.035,0.0608,156.905,0.0032,short,,,,,,
157,157.14,0.16,0.0079276544,102.46,2025-11-07T07:47:52.504Z,profit target reached,0.01244641741,157.145,0.0347,156.95,-0.0318,long,,,,,,
157.52,157.41,0.16,0.0030854912,22.95,2025-11-07T08:19:48.642Z,profit target reached,0.004860265738,157.525,0.0608,157.395,0.0032,short,,,,,,
157.73,157.9,0.16,0.0126596864,127.98,2025-11-07T08:27:11.358Z,profit target reached,0.01996812336,157.905,0.0533,157.595,-0.0856,long,,,,,,
157.32,157.14,0.16,0.014305536,160,2025-11-07T08:38:07.990Z,profit target reached,0.02250546924,157.435,0.1308,157.145,0.0731,short,,,,,,
156.49,156.69,0.16,0.0175732736,536.21,2025-11-07T09:20:44.093Z,profit target reached,0.02750041586,156.685,0.067,156.265,-0.1438,long,,,,,,
156.03,155.81,0.16,0.020825344,17.99,2025-11-07T09:23:23.808Z,profit target reached,0.03249378424,156.035,0.0608,155.865,0.0032,short,,,,,,
154.89,155.06,0.16,0.0129214208,12.71,2025-11-07T10:02:24.779Z,profit target reached,0.02001398868,155.065,0.0554,154.89,0,long,,,,,,
154.72,154.53,0.16,0.0161453824,28.29,2025-11-07T10:15:55.574Z,profit target reached,0.02498013565,154.725,0.0609,154.56,0.0032,short,,,,,,
155.05,154.68,0.16,-0.0734808832,149.98,2025-11-07T10:47:04.180Z,stop loss triggered,-0.1139321094,155.125,-0.0092,154.705,-0.2225,long,,,,,,
154.26,154.09,0.16,0.0129873152,65.2,2025-11-07T10:50:54.840Z,profit target reached,0.02003423243,154.265,0.0609,154.135,0.0032,short,,,,,,
